id1,id2,FieldOfStudyName1,FieldOfStudyName2,distance
terms56,terms113,comp,soc,0.20880613014966556
terms56,terms114,comp,soc,0.12041594696352334
terms56,terms115,comp,soc,0.2549509790403512
terms56,terms116,comp,soc,0.2801785269410246
terms56,terms117,comp,soc,0.24041630611786563
terms56,terms118,comp,soc,0.22360680741278172
terms56,terms119,comp,soc,0.2707397195045572
terms56,terms120,comp,soc,0.14035668547167351
terms56,terms121,comp,soc,0.1627881986609129
terms56,terms122,comp,soc,0.2692582420169709
terms56,terms123,comp,soc,0.17117242571012214
terms56,terms124,comp,soc,0.24351591307250073
terms56,terms125,comp,soc,0.23853720967461475
terms56,terms126,comp,soc,0.24186772357730094
terms56,terms127,comp,soc,0.11401753734758655
terms56,terms128,comp,soc,0.31257000549590447
terms56,terms129,comp,soc,0.21023795022408812
terms56,terms130,comp,soc,0.3436567913091746
terms56,terms131,comp,soc,0.10295630164144261
terms56,terms132,comp,soc,0.23194827045141528
terms56,terms133,comp,soc,0.33241541444930794
terms56,terms134,comp,soc,0.3807886409120507
terms56,terms135,comp,soc,0.2561249713357786
terms56,terms136,comp,soc,0.2789265060495524
terms56,terms137,comp,soc,0.1649242177243003
terms56,terms138,comp,soc,0.1627881986609129
terms56,terms139,comp,soc,0.11045360601668237
terms56,terms140,comp,soc,0.23194827045141528
terms56,terms141,comp,soc,0.17262676331581456
terms56,terms142,comp,soc,0.18357558924356923
terms56,terms143,comp,soc,0.23021728918223883
terms56,terms144,comp,soc,0.304630934545935
terms56,terms145,comp,soc,0.2941088127066411
terms56,terms146,comp,soc,0.33541019162696706
terms56,terms147,comp,soc,0.27658632652643916
terms56,terms148,comp,soc,0.2507987250837995
terms56,terms149,comp,soc,0.3041381206355451
terms56,terms150,comp,soc,0.19104972562272296
terms56,terms151,comp,phy,0.17720044929291226
terms56,terms152,comp,phy,0.09055385120859058
terms56,terms153,comp,phy,0.1476482289421441
terms56,terms154,comp,phy,0.1236931696178345
terms56,terms155,comp,phy,0.09433981019910691
terms56,terms156,comp,phy,0.050990195822682015
terms56,terms157,comp,phy,0.09999999888241293
terms56,terms158,comp,phy,0.14560220169505933
terms56,terms159,comp,phy,0.15620499241155217
terms56,terms160,comp,phy,0.06708204199059443
terms56,terms161,comp,phy,0.13341663947411406
terms56,terms162,comp,phy,0.07071067785523696
terms56,terms163,comp,phy,0.04123105578634853
terms56,terms164,comp,phy,0.22360680008237963
terms56,terms165,comp,phy,0.178885437533583
terms56,terms166,comp,phy,0.17262676331581456
terms56,terms167,comp,phy,0.08062257544989779
terms56,terms168,comp,phy,0.09433981079142686
terms56,terms169,comp,phy,0.15524174889193526
terms56,terms170,comp,phy,0.17262676299211413
terms56,terms171,comp,phy,0.21400934045870257
terms56,terms172,comp,phy,0.2195449848629877
terms56,terms173,comp,phy,0.178885437533583
terms56,terms174,comp,phy,0.04999999888241291
terms56,terms175,comp,phy,0.20808651733747316
terms56,terms176,comp,phy,0.04123105759337973
terms56,terms177,comp,phy,0.2549509791134101
terms56,terms178,comp,phy,0.23430748623245548
terms56,terms179,comp,phy,0.11401754143170621
terms56,terms180,comp,phy,0.16278820598388133
terms56,terms181,comp,phy,0.14317821471767683
terms56,terms182,comp,phy,0.17204650669198787
terms56,terms183,comp,phy,0.11661903848467747
terms56,terms184,comp,phy,0.2302172965448791
terms56,terms185,comp,phy,0.190262977329806
terms56,terms186,comp,phy,0.13928388139709547
terms56,terms187,comp,phy,0.14866068552860554
terms56,terms188,comp,phy,0.15811388206598678
terms56,terms189,comp,phy,0.21633307169241828
terms56,terms190,comp,phy,0.2973213788255056
terms56,terms191,comp,phy,0.14317821328665625
terms56,terms192,comp,phy,0.07615773180215406
terms56,terms193,comp,phy,0.07211102493068242
terms56,terms194,comp,phy,0.1476482289421441
terms56,terms195,comp,phy,0.15297058746804604
terms56,terms196,comp,phy,0.20248456536298876
terms56,terms197,comp,phy,0.1220655544971161
terms56,terms198,comp,phy,0.07071067785523696
terms56,terms199,comp,phy,0.32649654682032564
terms56,terms200,comp,phy,0.24698177970907428
terms57,terms101,comp,soc,0.20396077671542226
terms57,terms102,comp,soc,0.2061552771247112
terms57,terms103,comp,soc,0.24331051843357154
terms57,terms104,comp,soc,0.16492422947000324
terms57,terms105,comp,soc,0.1811077168158135
terms57,terms106,comp,soc,0.26999998837709427
terms57,terms107,comp,soc,0.22803509168511088
terms57,terms108,comp,soc,0.25999999791383743
terms57,terms109,comp,soc,0.18681543119248925
terms57,terms110,comp,soc,0.09055384915164313
terms57,terms111,comp,soc,0.028284275883615238
terms57,terms112,comp,soc,0.2801785230851465
terms57,terms113,comp,soc,0.13000000268220901
terms57,terms114,comp,soc,0.07071068180650404
terms57,terms115,comp,soc,0.16763055117373885
terms57,terms116,comp,soc,0.21587034698749855
terms57,terms117,comp,soc,0.16031219915543976
terms57,terms118,comp,soc,0.15132747323088405
terms57,terms119,comp,soc,0.20396077671542226
terms57,terms120,comp,soc,0.08602325334599394
terms57,terms121,comp,soc,0.12727921908575535
terms57,terms122,comp,soc,0.19026298085415042
terms57,terms123,comp,soc,0.12806248712237078
terms57,terms124,comp,soc,0.1612451582928419
terms57,terms125,comp,soc,0.14764823310523428
terms57,terms126,comp,soc,0.17262675964720992
terms57,terms127,comp,soc,0.0299999937415123
terms57,terms128,comp,soc,0.2600000162537282
terms57,terms129,comp,soc,0.14866068126857312
terms57,terms130,comp,soc,0.2701851100299715
terms57,terms131,comp,soc,0.15132746116835263
terms57,terms132,comp,soc,0.18357560172373305
terms57,terms133,comp,soc,0.24738635278840332
terms57,terms134,comp,soc,0.30149625763183724
terms57,terms135,comp,soc,0.1640121977030903
terms57,terms136,comp,soc,0.200249839376059
terms57,terms137,comp,soc,0.09219544150203902
terms57,terms138,comp,soc,0.12727921908575535
terms57,terms139,comp,soc,0.0640312423976002
terms57,terms140,comp,soc,0.18357560172373305
terms57,terms141,comp,soc,0.10440306685892327
terms57,terms142,comp,soc,0.0948683241504584
terms57,terms143,comp,soc,0.1676305500625779
terms57,terms144,comp,soc,0.21840331047406278
terms57,terms145,comp,soc,0.20248455818780878
terms57,terms146,comp,soc,0.25999999791383743
terms57,terms147,comp,soc,0.19999999552965164
terms57,terms148,comp,soc,0.16492422856648764
terms57,terms149,comp,soc,0.23021728529864835
terms57,terms150,comp,soc,0.14422204986136483
terms57,terms151,comp,phy,0.2640075713000123
terms57,terms152,comp,phy,0.17464248955533246
terms57,terms153,comp,phy,0.23853720553604899
terms57,terms154,comp,phy,0.2102379589951906
terms57,terms155,comp,phy,0.12165524727432375
terms57,terms156,comp,phy,0.07280109982411384
terms57,terms157,comp,phy,0.1910497302050022
terms57,terms158,comp,phy,0.2325940684401313
terms57,terms159,comp,phy,0.24758836651603872
terms57,terms160,comp,phy,0.09999999776482582
terms57,terms161,comp,phy,0.21931711862122097
terms57,terms162,comp,phy,0.16278820483966755
terms57,terms163,comp,phy,0.1280624847952004
terms57,terms164,comp,phy,0.306757232644094
terms57,terms165,comp,phy,0.26925823786635666
terms57,terms166,comp,phy,0.24186772727382408
terms57,terms167,comp,phy,0.15231546213684435
terms57,terms168,comp,phy,0.18601075042271978
terms57,terms169,comp,phy,0.24166091900326447
terms57,terms170,comp,phy,0.25632010793836174
terms57,terms171,comp,phy,0.3047950076754263
terms57,terms172,comp,phy,0.3106444905726848
terms57,terms173,comp,phy,0.26925823786635666
terms57,terms174,comp,phy,0.13038404733261788
terms57,terms175,comp,phy,0.2999999955296517
terms57,terms176,comp,phy,0.12083045780594254
terms57,terms177,comp,phy,0.3383784870073548
terms57,terms178,comp,phy,0.3264965492164029
terms57,terms179,comp,phy,0.20615527902209402
terms57,terms180,comp,phy,0.2469817782761646
terms57,terms181,comp,phy,0.22847319467273025
terms57,terms182,comp,phy,0.2624880959842971
terms57,terms183,comp,phy,0.2080865194857855
terms57,terms184,comp,phy,0.30805844085936457
terms57,terms185,comp,phy,0.2647640439895517
terms57,terms186,comp,phy,0.22825424090367388
terms57,terms187,comp,phy,0.24083188866778182
terms57,terms188,comp,phy,0.24999999776482587
terms57,terms189,comp,phy,0.3080584297944489
terms57,terms190,comp,phy,0.38483762951505274
terms57,terms191,comp,phy,0.23021729120494225
terms57,terms192,comp,phy,0.10049875377954655
terms57,terms193,comp,phy,0.1627882050685103
terms57,terms194,comp,phy,0.23853720553604899
terms57,terms195,comp,phy,0.23769728602559426
terms57,terms196,comp,phy,0.294108820053134
terms57,terms197,comp,phy,0.21260291430621417
terms57,terms198,comp,phy,0.11180339937478971
terms57,terms199,comp,phy,0.41773196352934516
terms57,terms200,comp,phy,0.3383784839798136
terms58,terms101,comp,soc,0.28071337067793106
terms58,terms102,comp,soc,0.28017850832644087
terms58,terms103,comp,soc,0.3206244059793279
terms58,terms104,comp,soc,0.24083189361767815
terms58,terms105,comp,soc,0.2720294218971491
terms58,terms106,comp,soc,0.35510560527591073
terms58,terms107,comp,soc,0.30000000447034836
terms58,terms108,comp,soc,0.3452535266316291
terms58,terms109,comp,soc,0.26019224949368114
terms58,terms110,comp,soc,0.0509901994756297
terms58,terms111,comp,soc,0.10770329719417904
terms58,terms112,comp,soc,0.3667424232032448
terms58,terms113,comp,soc,0.21840329819307117
terms58,terms114,comp,soc,0.13038405090407687
terms58,terms115,comp,soc,0.2640075804013127
terms58,terms116,comp,soc,0.29017237662619755
terms58,terms117,comp,soc,0.2500000020861626
terms58,terms118,comp,soc,0.23345236189640747
terms58,terms119,comp,soc,0.28071337067793106
terms58,terms120,comp,soc,0.1503329624059465
terms58,terms121,comp,soc,0.1726267593235095
terms58,terms122,comp,soc,0.2789265168677607
terms58,terms123,comp,soc,0.18110770241718116
terms58,terms124,comp,soc,0.25298221422711864
terms58,terms125,comp,soc,0.24698178287655875
terms58,terms126,comp,soc,0.2517935589848067
terms58,terms127,comp,soc,0.1204159417042585
terms58,terms128,comp,soc,0.3224903249028607
terms58,terms129,comp,soc,0.22022714689612244
terms58,terms130,comp,soc,0.35355337794921926
terms58,terms131,comp,soc,0.10816653946244287
terms58,terms132,comp,soc,0.24186773443583767
terms58,terms133,comp,soc,0.34176016310235474
terms58,terms134,comp,soc,0.3905124710124149
terms58,terms135,comp,soc,0.2640075787080475
terms58,terms136,comp,soc,0.28861738779389257
terms58,terms137,comp,soc,0.17464248624903517
terms58,terms138,comp,soc,0.1726267593235095
terms58,terms139,comp,soc,0.1204159432511011
terms58,terms140,comp,soc,0.24186773443583767
terms58,terms141,comp,soc,0.18248287581095715
terms58,terms142,comp,soc,0.19235383379957802
terms58,terms143,comp,soc,0.24020824514187808
terms58,terms144,comp,soc,0.31384710844674535
terms58,terms145,comp,soc,0.3023243198114895
terms58,terms146,comp,soc,0.3452535266316291
terms58,terms147,comp,soc,0.286356415645519
terms58,terms148,comp,soc,0.2600000024988101
terms58,terms149,comp,soc,0.31400636507222285
terms58,terms150,comp,soc,0.2009975079297733
terms58,terms151,comp,phy,0.1676305423955674
terms58,terms152,comp,phy,0.08062257568093047
terms58,terms153,comp,phy,0.13892443678929484
terms58,terms154,comp,phy,0.11401754175843579
terms58,terms155,comp,phy,0.08944271710079102
terms58,terms156,comp,phy,0.06082762761798254
terms58,terms157,comp,phy,0.09433980921190693
terms58,terms158,comp,phy,0.13601470738802027
terms58,terms159,comp,phy,0.14999999776482584
terms58,terms160,comp,phy,0.06324555532384
terms58,terms161,comp,phy,0.12369316600377205
terms58,terms162,comp,phy,0.0640312409431187
terms58,terms163,comp,phy,0.03999999910593033
terms58,terms164,comp,phy,0.21377558397530735
terms58,terms165,comp,phy,0.16999999784371433
terms58,terms166,comp,phy,0.16278820266566127
terms58,terms167,comp,phy,0.08246211066918137
terms58,terms168,comp,phy,0.08602325074765674
terms58,terms169,comp,phy,0.1456021981131035
terms58,terms170,comp,phy,0.16278820232239713
terms58,terms171,comp,phy,0.20808651429403072
terms58,terms172,comp,phy,0.21095023053218365
terms58,terms173,comp,phy,0.16999999784371433
terms58,terms174,comp,phy,0.050990194361502976
terms58,terms175,comp,phy,0.19999999552965164
terms58,terms176,comp,phy,0.031622776483879816
terms58,terms177,comp,phy,0.24515301525700092
terms58,terms178,comp,phy,0.22671567574328683
terms58,terms179,comp,phy,0.10630145575132376
terms58,terms180,comp,phy,0.15297058381509837
terms58,terms181,comp,phy,0.13341664310400414
terms58,terms182,comp,phy,0.16643317019173468
terms58,terms183,comp,phy,0.1081665373960236
terms58,terms184,comp,phy,0.2202271616973353
terms58,terms185,comp,phy,0.18027756356655755
terms58,terms186,comp,phy,0.12999999709427357
terms58,terms187,comp,phy,0.14142135307629586
terms58,terms188,comp,phy,0.14999999776482584
terms58,terms189,comp,phy,0.20808651429403072
terms58,terms190,comp,phy,0.2879236032756313
terms58,terms191,comp,phy,0.13928388487407883
terms58,terms192,comp,phy,0.07280109905655174
terms58,terms193,comp,phy,0.06708203782559327
terms58,terms194,comp,phy,0.13892443678929484
terms58,terms195,comp,phy,0.143178211075079
terms58,terms196,comp,phy,0.19416487510479494
terms58,terms197,comp,phy,0.11661903529026739
terms58,terms198,comp,phy,0.07810249787518701
terms58,terms199,comp,phy,0.32015620326111194
terms58,terms200,comp,phy,0.23853720655116892
terms59,terms101,comp,soc,0.34014701937626046
terms59,terms102,comp,soc,0.3399999924004078
terms59,terms103,comp,soc,0.3801315699733681
terms59,terms104,comp,soc,0.300166621071217
terms59,terms105,comp,soc,0.32756679755963514
terms59,terms106,comp,soc,0.41303751400779976
terms59,terms107,comp,soc,0.3601388652809332
terms59,terms108,comp,soc,0.40311288233220816
terms59,terms109,comp,soc,0.3200000114738941
terms59,terms110,comp,soc,0.06403124327028915
terms59,terms111,comp,soc,0.16278820564061722
terms59,terms112,comp,soc,0.4242640739802846
terms59,terms113,comp,soc,0.27459060405102537
terms59,terms114,comp,soc,0.1900000013411045
terms59,terms115,comp,soc,0.31622776837291844
terms59,terms116,comp,soc,0.350000012665987
terms59,terms117,comp,soc,0.3059411712831444
terms59,terms118,comp,soc,0.29154760470882446
terms59,terms119,comp,soc,0.34014701937626046
terms59,terms120,comp,soc,0.20999999716877937
terms59,terms121,comp,soc,0.2334523438645563
terms59,terms122,comp,soc,0.3354101982909689
terms59,terms123,comp,soc,0.24186773097034722
terms59,terms124,comp,soc,0.30805843596177895
terms59,terms125,comp,soc,0.295465734069013
terms59,terms126,comp,soc,0.3106444825379551
terms59,terms127,comp,soc,0.1612451495135994
terms59,terms128,comp,soc,0.38327537177158505
terms59,terms129,comp,soc,0.279999990016222
terms59,terms130,comp,soc,0.4119465840733908
terms59,terms131,comp,soc,0.15620499527339943
terms59,terms132,comp,soc,0.302654919874964
terms59,terms133,comp,soc,0.39560082100704347
terms59,terms134,comp,soc,0.44721358117235394
terms59,terms135,comp,soc,0.3088689049243278
terms59,terms136,comp,soc,0.3452535223156236
terms59,terms137,comp,soc,0.2319482628225035
terms59,terms138,comp,soc,0.2334523438645563
terms59,terms139,comp,soc,0.17999999597668648
terms59,terms140,comp,soc,0.302654919874964
terms59,terms141,comp,soc,0.2408318899052559
terms59,terms142,comp,soc,0.24351590481161653
terms59,terms143,comp,soc,0.30000000074505806
terms59,terms144,comp,soc,0.36687873734450327
terms59,terms145,comp,soc,0.34885525968896225
terms59,terms146,comp,soc,0.40311288233220816
terms59,terms147,comp,soc,0.34365679813846717
terms59,terms148,comp,soc,0.3132091959381345
terms59,terms149,comp,soc,0.3721558752524918
terms59,terms150,comp,soc,0.2617250409295414
terms59,terms151,comp,phy,0.11661903624859042
terms59,terms152,comp,phy,0.02828427193234822
terms59,terms153,comp,phy,0.09999999925494195
terms59,terms154,comp,phy,0.06403124356118539
terms59,terms155,comp,phy,0.0728010954745959
terms59,terms156,comp,phy,0.12165525186757835
terms59,terms157,comp,phy,0.09055385120859058
terms59,terms158,comp,phy,0.08602325637738736
terms59,terms159,comp,phy,0.13341663989294755
terms59,terms160,comp,phy,0.0640312423976002
terms59,terms161,comp,phy,0.07211102493068242
terms59,terms162,comp,phy,0.06324555355677966
terms59,terms163,comp,phy,0.07810249620577608
terms59,terms164,comp,phy,0.1581138853644994
terms59,terms165,comp,phy,0.1272792204028443
terms59,terms166,comp,phy,0.10198038799241635
terms59,terms167,comp,phy,0.12041594448857518
terms59,terms168,comp,phy,0.06082762578068068
terms59,terms169,comp,phy,0.09433981335814674
terms59,terms170,comp,phy,0.10770329442710287
terms59,terms171,comp,phy,0.18973665536915793
terms59,terms172,comp,phy,0.1697056289599111
terms59,terms173,comp,phy,0.1272792204028443
terms59,terms174,comp,phy,0.09219544513861913
terms59,terms175,comp,phy,0.16401219247898627
terms59,terms176,comp,phy,0.029999999329447746
terms59,terms177,comp,phy,0.18973666302641942
terms59,terms178,comp,phy,0.194164876064106
terms59,terms179,comp,phy,0.08246211247621259
terms59,terms180,comp,phy,0.09848857827516828
terms59,terms181,comp,phy,0.08062258145674789
terms59,terms182,comp,phy,0.1529705878333408
terms59,terms183,comp,phy,0.07615773180215406
terms59,terms184,comp,phy,0.16124516268246306
terms59,terms185,comp,phy,0.12000000104308128
terms59,terms186,comp,phy,0.08485281316286655
terms59,terms187,comp,phy,0.11704699824149362
terms59,terms188,comp,phy,0.11661903848467747
terms59,terms189,comp,phy,0.17029386007165614
terms59,terms190,comp,phy,0.237065395637999
terms59,terms191,comp,phy,0.14035669277061197
terms59,terms192,comp,phy,0.07211102389747276
terms59,terms193,comp,phy,0.07615773106842218
terms59,terms194,comp,phy,0.09999999925494195
terms59,terms195,comp,phy,0.0894427212657922
terms59,terms196,comp,phy,0.1562049928885267
terms59,terms197,comp,phy,0.10999999940395355
terms59,terms198,comp,phy,0.13416407981618772
terms59,terms199,comp,phy,0.2952964546042778
terms59,terms200,comp,phy,0.19798989957517035
terms60,terms101,comp,soc,0.4001249714848093
terms60,terms102,comp,soc,0.3999999910593033
terms60,terms103,comp,soc,0.44011363415965116
terms60,terms104,comp,soc,0.3601388614536389
terms60,terms105,comp,soc,0.38639359107146537
terms60,terms106,comp,soc,0.47265207599972225
terms60,terms107,comp,soc,0.4201190325786486
terms60,terms108,comp,soc,0.4627094056127623
terms60,terms109,comp,soc,0.3800000101327896
terms60,terms110,comp,soc,0.11704699776408412
terms60,terms111,comp,soc,0.22203603158831517
terms60,terms112,comp,soc,0.48373546887167534
terms60,terms113,comp,soc,0.33376638370922534
terms60,terms114,comp,soc,0.25
terms60,terms115,comp,soc,0.3736308346669582
terms60,terms116,comp,soc,0.4100000113248825
terms60,terms117,comp,soc,0.36496575100948037
terms60,terms118,comp,soc,0.3512833700967012
terms60,terms119,comp,soc,0.4001249714848093
terms60,terms120,comp,soc,0.26999999582767487
terms60,terms121,comp,soc,0.29274561523204573
terms60,terms122,comp,soc,0.394588393524168
terms60,terms123,comp,soc,0.3014962657868025
terms60,terms124,comp,soc,0.3667424151785953
terms60,terms125,comp,soc,0.351140995997573
terms60,terms126,comp,soc,0.3705401361308305
terms60,terms127,comp,soc,0.21540658608712956
terms60,terms128,comp,soc,0.44283180903074737
terms60,terms129,comp,soc,0.3399999886751175
terms60,terms130,comp,soc,0.4716990408076309
terms60,terms131,comp,soc,0.20591260328288521
terms60,terms132,comp,soc,0.36221540504005706
terms60,terms133,comp,soc,0.4535416299131144
terms60,terms134,comp,soc,0.506359540461805
terms60,terms135,comp,soc,0.3624913785048967
terms60,terms136,comp,soc,0.4044749592824136
terms60,terms137,comp,soc,0.29154758618124604
terms60,terms138,comp,soc,0.29274561523204573
terms60,terms139,comp,soc,0.23999999463558197
terms60,terms140,comp,soc,0.36221540504005706
terms60,terms141,comp,soc,0.30066592456409036
terms60,terms142,comp,soc,0.3008321696194644
terms60,terms143,comp,soc,0.35999999940395355
terms60,terms144,comp,soc,0.42449971535409736
terms60,terms145,comp,soc,0.4031128752164011
terms60,terms146,comp,soc,0.4627094056127623
terms60,terms147,comp,soc,0.403112878635685
terms60,terms148,comp,soc,0.3710795056911988
terms60,terms149,comp,soc,0.4318564501807266
terms60,terms150,comp,soc,0.3214031665897038
terms60,terms151,comp,phy,0.07211102544728722
terms60,terms152,comp,phy,0.044721359383395776
terms60,terms153,comp,phy,0.0800000000745058
terms60,terms154,comp,phy,0.04123105668986416
terms60,terms155,comp,phy,0.10630145452476335
terms60,terms156,comp,phy,0.1811077026228759
terms60,terms157,comp,phy,0.11401754143170621
terms60,terms158,comp,phy,0.05099019691856657
terms60,terms159,comp,phy,0.13341663905528062
terms60,terms160,comp,phy,0.11180339720898903
terms60,terms161,comp,phy,0.04000000096857548
terms60,terms162,comp,phy,0.09999999888241293
terms60,terms163,comp,phy,0.12999999781067556
terms60,terms164,comp,phy,0.10295630489793223
terms60,terms165,comp,phy,0.09486833004065943
terms60,terms166,comp,phy,0.04472135855039551
terms60,terms167,comp,phy,0.16643316705810066
terms60,terms168,comp,phy,0.07810249644426336
terms60,terms169,comp,phy,0.053851649980627664
terms60,terms170,comp,phy,0.056568542547607376
terms60,terms171,comp,phy,0.17999999597668648
terms60,terms172,comp,phy,0.13416408064918794
terms60,terms173,comp,phy,0.09486833004065943
terms60,terms174,comp,phy,0.14317820990424396
terms60,terms175,comp,phy,0.136014703827466
terms60,terms176,comp,phy,0.08999999798834324
terms60,terms177,comp,phy,0.13416408314818865
terms60,terms178,comp,phy,0.16763054539570196
terms60,terms179,comp,phy,0.0894427187667915
terms60,terms180,comp,phy,0.050000001490116124
terms60,terms181,comp,phy,0.04123105849689562
terms60,terms182,comp,phy,0.1529705871027513
terms60,terms183,comp,phy,0.07615773033469034
terms60,terms184,comp,phy,0.10198039931655414
terms60,terms185,comp,phy,0.06000000238418579
terms60,terms186,comp,phy,0.06000000052154064
terms60,terms187,comp,phy,0.1118033982085893
terms60,terms188,comp,phy,0.10000000149011612
terms60,terms189,comp,phy,0.13928388072844486
terms60,terms190,comp,phy,0.1860107568314509
terms60,terms191,comp,phy,0.1565247615903862
terms60,terms192,comp,phy,0.11661903529026739
terms60,terms193,comp,phy,0.11401754110497664
terms60,terms194,comp,phy,0.0800000000745058
terms60,terms195,comp,phy,0.04472136188239652
terms60,terms196,comp,phy,0.12649110711355932
terms60,terms197,comp,phy,0.1252996396959594
terms60,terms198,comp,phy,0.18973665949229873
terms60,terms199,comp,phy,0.27202940409437776
terms60,terms200,comp,phy,0.16124515783077648
terms61,terms101,comp,soc,0.37363082549408816
terms61,terms102,comp,soc,0.3710794984630739
terms61,terms103,comp,soc,0.4123105750302815
terms61,terms104,comp,soc,0.33526109190256487
terms61,terms105,comp,soc,0.37576589301565844
terms61,terms106,comp,soc,0.452216747915858
terms61,terms107,comp,soc,0.3883297590352516
terms61,terms108,comp,soc,0.4427188672401961
terms61,terms109,comp,soc,0.35171011852297107
terms61,terms110,comp,soc,0.14764823222215456
terms61,terms111,comp,soc,0.2163330747920472
terms61,terms112,comp,soc,0.46486557628135106
terms61,terms113,comp,soc,0.3220248432160671
terms61,terms114,comp,soc,0.2284731939389984
terms61,terms115,comp,soc,0.3721558841614155
terms61,terms116,comp,soc,0.3807886671307363
terms61,terms117,comp,soc,0.35341194057883785
terms61,terms118,comp,soc,0.33241541097522104
terms61,terms119,comp,soc,0.37363082549408816
terms61,terms120,comp,soc,0.2469817775974179
terms61,terms121,comp,soc,0.254950968154567
terms61,terms122,comp,soc,0.3807886560758427
terms61,terms123,comp,soc,0.2668332789482281
terms61,terms124,comp,soc,0.357770875067166
terms61,terms125,comp,soc,0.35805027559959907
terms61,terms126,comp,soc,0.347850533665416
terms61,terms127,comp,soc,0.2334523440241302
terms61,terms128,comp,soc,0.40199503810036097
terms61,terms129,comp,soc,0.31320918523359165
terms61,terms130,comp,soc,0.4492215351316942
terms61,terms131,comp,soc,0.14035668918749675
terms61,terms132,comp,soc,0.32388269493595384
terms61,terms133,comp,soc,0.44721360549596084
terms61,terms134,comp,soc,0.4904079783081083
terms61,terms135,comp,soc,0.37643060513565796
terms61,terms136,comp,soc,0.3899999919992227
terms61,terms137,comp,soc,0.2773084845996956
terms61,terms138,comp,soc,0.254950968154567
terms61,terms139,comp,soc,0.2193171178568572
terms61,terms140,comp,soc,0.32388269493595384
terms61,terms141,comp,soc,0.2823118821163311
terms61,terms142,comp,soc,0.3023243198114895
terms61,terms143,comp,soc,0.3324154030184413
terms61,terms144,comp,soc,0.42059482551962696
terms61,terms145,comp,soc,0.4140048190264875
terms61,terms146,comp,soc,0.4427188672401961
terms61,terms147,comp,soc,0.38626415103310013
terms61,terms148,comp,soc,0.3671511951273569
terms61,terms149,comp,soc,0.41109609016729626
terms61,terms150,comp,soc,0.28635641486496227
terms61,terms151,comp,phy,0.08544003554344165
terms61,terms152,comp,phy,0.06999999843537807
terms61,terms153,comp,phy,0.041231055334590684
terms61,terms154,comp,phy,0.05830951860345674
terms61,terms155,comp,phy,0.16492422133836274
terms61,terms156,comp,phy,0.15652475825838524
terms61,terms157,comp,phy,0.029999999329447746
terms61,terms158,comp,phy,0.06403124530656329
terms61,terms159,comp,phy,0.04123105578634853
terms61,terms160,comp,phy,0.15231546213684435
terms61,terms161,comp,phy,0.0640312409431187
terms61,terms162,comp,phy,0.04999999888241291
terms61,terms163,comp,phy,0.08944271710079102
terms61,terms164,comp,phy,0.13601470738802027
terms61,terms165,comp,phy,0.07000000029802322
terms61,terms166,comp,phy,0.13601470355357723
terms61,terms167,comp,phy,0.09999999776482582
terms61,terms168,comp,phy,0.03162277589485966
terms61,terms169,comp,phy,0.07211102699710169
terms61,terms170,comp,phy,0.09433980921190693
terms61,terms171,comp,phy,0.09848857411446314
terms61,terms172,comp,phy,0.10440306685892327
terms61,terms173,comp,phy,0.07000000029802322
terms61,terms174,comp,phy,0.09486832945163931
terms61,terms175,comp,phy,0.08944271710079102
terms61,terms176,comp,phy,0.10295630073686216
terms61,terms177,comp,phy,0.16278820964536556
terms61,terms178,comp,phy,0.11401753963469359
terms61,terms179,comp,phy,0.009999999776482582
terms61,terms180,comp,phy,0.08602325226335344
terms61,terms181,comp,phy,0.07071068048941509
terms61,terms182,comp,phy,0.060827627924199525
terms61,terms183,comp,phy,0.022360680108198052
terms61,terms184,comp,phy,0.15652476492238718
terms61,terms185,comp,phy,0.13453624147864818
terms61,terms186,comp,phy,0.04999999888241291
terms61,terms187,comp,phy,0.028284270615259174
terms61,terms188,comp,phy,0.04123105578634853
terms61,terms189,comp,phy,0.09848857411446314
terms61,terms190,comp,phy,0.19104973673718753
terms61,terms191,comp,phy,0.05830952243674888
terms61,terms192,comp,phy,0.16155494233242332
terms61,terms193,comp,phy,0.05385164686766691
terms61,terms194,comp,phy,0.041231055334590684
terms61,terms195,comp,phy,0.07810249787518701
terms61,terms196,comp,phy,0.08544003619746005
terms61,terms197,comp,phy,0.028284270615259174
terms61,terms198,comp,phy,0.143178211075079
terms61,terms199,comp,phy,0.20808651429403072
terms61,terms200,comp,phy,0.1299999992434796
terms62,terms101,comp,soc,0.25999999418854713
terms62,terms102,comp,soc,0.2601922307378168
terms62,terms103,comp,soc,0.30000001564621925
terms62,terms104,comp,soc,0.2200000025331974
terms62,terms105,comp,soc,0.24738635007785637
terms62,terms106,comp,soc,0.332415390242767
terms62,terms107,comp,soc,0.28071338182540073
terms62,terms108,comp,soc,0.3224903068823104
terms62,terms109,comp,soc,0.24020825615297445
terms62,terms110,comp,soc,0.04242640987415599
terms62,terms111,comp,soc,0.08246211428324382
terms62,terms112,comp,soc,0.3436568128810671
terms62,terms113,comp,soc,0.19416488028507464
terms62,terms114,comp,soc,0.11045361309939304
terms62,terms115,comp,soc,0.2376972915893013
terms62,terms116,comp,soc,0.27018513608913647
terms62,terms117,comp,soc,0.22561028608889416
terms62,terms118,comp,soc,0.2109502430704781
terms62,terms119,comp,soc,0.25999999418854713
terms62,terms120,comp,soc,0.13038404690404276
