id1,id2,FieldOfStudyName1,FieldOfStudyName2,distance
terms16,terms130,bio,soc,0.47507893203267854
terms16,terms131,bio,soc,0.18384776213993537
terms16,terms132,bio,soc,0.3397057554415907
terms16,terms133,bio,soc,0.5032891875055315
terms16,terms134,bio,soc,0.5240228870216918
terms16,terms135,bio,soc,0.47413078554031907
terms16,terms136,bio,soc,0.43931764710772214
terms16,terms137,bio,soc,0.34985710810688925
terms16,terms138,bio,soc,0.2920616325878395
terms16,terms139,bio,soc,0.2996664796121053
terms16,terms140,bio,soc,0.3397057554415907
terms16,terms141,bio,soc,0.3466987154335218
terms16,terms142,bio,soc,0.39357336509058866
terms16,terms143,bio,soc,0.3679673907969615
terms16,terms144,bio,soc,0.48414874227470867
terms16,terms145,bio,soc,0.5024937704545896
terms16,terms146,bio,soc,0.47423622523196324
terms16,terms147,bio,soc,0.43185645350182267
terms16,terms148,bio,soc,0.4382921405890928
terms16,terms149,bio,soc,0.44553338605838666
terms16,terms150,bio,soc,0.3189043700575379
terms16,terms151,bio,phy,0.2580697552743636
terms16,terms152,bio,phy,0.25961509749941425
terms16,terms153,bio,phy,0.21954498231775282
terms16,terms154,bio,phy,0.2507987226329382
terms16,terms155,bio,phy,0.3413209593992751
terms16,terms156,bio,phy,0.259615098503864
terms16,terms157,bio,phy,0.18439088866098038
terms16,terms158,bio,phy,0.2505992820677136
terms16,terms159,bio,phy,0.16124515552044946
terms16,terms160,bio,phy,0.32015621216253876
terms16,terms161,bio,phy,0.2549509733417527
terms16,terms162,bio,phy,0.21213203330229302
terms16,terms163,bio,phy,0.2202271542544397
terms16,terms164,bio,phy,0.29732137481606324
terms16,terms165,bio,phy,0.22803508400696593
terms16,terms166,bio,phy,0.3264965520118263
terms16,terms167,bio,phy,0.18248287550474018
terms16,terms168,bio,phy,0.21840329537867728
terms16,terms169,bio,phy,0.2555386461742445
terms16,terms170,bio,phy,0.274590601337684
terms16,terms171,bio,phy,0.14212670439723152
terms16,terms172,bio,phy,0.22671567993333233
terms16,terms173,bio,phy,0.22803508400696593
terms16,terms174,bio,phy,0.21095023026729007
terms16,terms175,bio,phy,0.2051828432424715
terms16,terms176,bio,phy,0.27073972693478104
terms16,terms177,bio,phy,0.31144823110053316
terms16,terms178,bio,phy,0.19416487356989723
terms16,terms179,bio,phy,0.2024845662828836
terms16,terms180,bio,phy,0.26925823848894875
terms16,terms181,bio,phy,0.25942243551048855
terms16,terms182,bio,phy,0.14422204882815517
terms16,terms183,bio,phy,0.21540659162128187
terms16,terms184,bio,phy,0.32649655708922815
terms16,terms185,bio,phy,0.3190611222528831
terms16,terms186,bio,phy,0.23706538982374914
terms16,terms187,bio,phy,0.18357559665049572
terms16,terms188,bio,phy,0.20248456435110437
terms16,terms189,bio,phy,0.21260291255398503
terms16,terms190,bio,phy,0.30528675350988554
terms16,terms191,bio,phy,0.13601470026691173
terms16,terms192,bio,phy,0.3301514785902945
terms16,terms193,bio,phy,0.2009975116365757
terms16,terms194,bio,phy,0.21954498231775282
terms16,terms195,bio,phy,0.26419689544335273
terms16,terms196,bio,phy,0.21213203093153282
terms16,terms197,bio,phy,0.16763054595128243
terms16,terms198,bio,phy,0.2213594359761785
terms16,terms199,bio,phy,0.19026297194539102
terms16,terms200,bio,phy,0.23021728246686363
terms17,terms51,bio,comp,0.34058772495595696
terms17,terms52,bio,comp,0.22671567976901683
terms17,terms53,bio,comp,0.4356604244682601
terms17,terms54,bio,comp,0.2912043972496229
terms17,terms55,bio,comp,0.3443835027561482
terms17,terms56,bio,comp,0.298328676130241
terms17,terms57,bio,comp,0.38948683982470456
terms17,terms58,bio,comp,0.29206163456488793
terms17,terms59,bio,comp,0.2683281563003745
terms17,terms60,bio,comp,0.24738633652512215
terms17,terms61,bio,comp,0.18027756335991563
terms17,terms62,bio,comp,0.32015620849724535
terms17,terms63,bio,comp,0.22803508368023634
terms17,terms64,bio,comp,0.41773196852336697
terms17,terms65,bio,comp,0.4201190280563635
terms17,terms66,bio,comp,0.4565084800120605
terms17,terms67,bio,comp,0.3753664884716962
terms17,terms68,bio,comp,0.3466987164543003
terms17,terms69,bio,comp,0.4123105672600473
terms17,terms70,bio,comp,0.3498571109818583
terms17,terms71,bio,comp,0.44777226015036165
terms17,terms72,bio,comp,0.3324153984236813
terms17,terms73,bio,comp,0.2968164385357364
terms17,terms74,bio,comp,0.4622769769019683
terms17,terms75,bio,comp,0.4609772163996129
terms17,terms76,bio,comp,0.3138470930160548
terms17,terms77,bio,comp,0.4318564627750129
terms17,terms78,bio,comp,0.2884441007559392
terms17,terms79,bio,comp,0.2973213723101618
terms17,terms80,bio,comp,0.33541019412596773
terms17,terms81,bio,comp,0.24758836651603872
terms17,terms82,bio,comp,0.3080584347524985
terms17,terms83,bio,comp,0.17999999783933163
terms17,terms84,bio,comp,0.4134005264911428
terms17,terms85,bio,comp,0.39698866120716364
terms17,terms86,bio,comp,0.33615472547044106
terms17,terms87,bio,comp,0.4382921374017579
terms17,terms88,bio,comp,0.2780287733614055
terms17,terms89,bio,comp,0.2969848467285774
terms17,terms90,bio,comp,0.3383784880532327
terms17,terms91,bio,comp,0.4326661516505136
terms17,terms92,bio,comp,0.29206163928429385
terms17,terms93,bio,comp,0.35805027944921886
terms17,terms94,bio,comp,0.26925823745129523
terms17,terms95,bio,comp,0.2906888364085725
terms17,terms96,bio,comp,0.2563201107724413
terms17,terms97,bio,comp,0.3106444895533534
terms17,terms98,bio,comp,0.23345234929006903
terms17,terms99,bio,comp,0.26925823745129523
terms17,terms100,bio,comp,0.27018512119818505
terms17,terms101,bio,soc,0.52354559696875
terms17,terms102,bio,soc,0.5188448642718059
terms17,terms103,bio,soc,0.5590170060369508
terms17,terms104,bio,soc,0.488773976025107
terms17,terms105,bio,soc,0.5382378729463152
terms17,terms106,bio,soc,0.604152286224117
terms17,terms107,bio,soc,0.5322593376329199
terms17,terms108,bio,soc,0.5953990217847368
terms17,terms109,bio,soc,0.5011985736493643
terms17,terms110,bio,soc,0.32756678806350326
terms17,terms111,bio,soc,0.38897300473749646
terms17,terms112,bio,soc,0.6177378127433131
terms17,terms113,bio,soc,0.48600411515372566
terms17,terms114,bio,soc,0.39204591656005533
terms17,terms115,bio,soc,0.5403702470842622
terms17,terms116,bio,soc,0.5277310035422811
terms17,terms117,bio,soc,0.5161395157454016
terms17,terms118,bio,soc,0.4909175155088156
terms17,terms119,bio,soc,0.52354559696875
terms17,terms120,bio,soc,0.40804411285184194
terms17,terms121,bio,soc,0.403112880946012
terms17,terms122,bio,soc,0.5408326921461661
terms17,terms123,bio,soc,0.4167733177420717
terms17,terms124,bio,soc,0.522015323875528
terms17,terms125,bio,soc,0.5307541804223145
terms17,terms126,bio,soc,0.5024937733458955
terms17,terms127,bio,soc,0.41231055569504743
terms17,terms128,bio,soc,0.534883177895109
terms17,terms129,bio,soc,0.46647614307771557
terms17,terms130,bio,soc,0.5994163712612126
terms17,terms131,bio,soc,0.277848880014244
terms17,terms132,bio,soc,0.46518813447782154
terms17,terms133,bio,soc,0.6103277895760902
terms17,terms134,bio,soc,0.6449806054474437
terms17,terms135,bio,soc,0.5515432901684441
terms17,terms136,bio,soc,0.5491812015900314
terms17,terms137,bio,soc,0.4420407148381463
terms17,terms138,bio,soc,0.403112880946012
terms17,terms139,bio,soc,0.3841874508948455
terms17,terms140,bio,soc,0.46518813447782154
terms17,terms141,bio,soc,0.4440720645188594
terms17,terms142,bio,soc,0.4742362188298551
terms17,terms143,bio,soc,0.4837354656372176
terms17,terms144,bio,soc,0.5860034203946247
terms17,terms145,bio,soc,0.5872818626380721
terms17,terms146,bio,soc,0.5953990217847368
terms17,terms147,bio,soc,0.5437830389497723
terms17,terms148,bio,soc,0.5341348147442414
terms17,terms149,bio,soc,0.564358038314723
terms17,terms150,bio,soc,0.43416586137894925
terms17,terms151,bio,phy,0.18110770097731796
terms17,terms152,bio,phy,0.24166091730757477
terms17,terms153,bio,phy,0.17088007413896908
terms17,terms154,bio,phy,0.21189619864132053
terms17,terms155,bio,phy,0.34014702266186053
terms17,terms156,bio,phy,0.3255764113956558
terms17,terms157,bio,phy,0.198494331823485
terms17,terms158,bio,phy,0.19646882397975052
terms17,terms159,bio,phy,0.14212670347984468
terms17,terms160,bio,phy,0.3312099025227406
terms17,terms161,bio,phy,0.20880612836557508
terms17,terms162,bio,phy,0.22803508368023634
terms17,terms163,bio,phy,0.26172504463027807
terms17,terms164,bio,phy,0.1923538384476249
terms17,terms165,bio,phy,0.15297058418039314
terms17,terms166,bio,phy,0.2607680943795189
terms17,terms167,bio,phy,0.2499999985098839
terms17,terms168,bio,phy,0.2109502299140987
terms17,terms169,bio,phy,0.19416487587224376
terms17,terms170,bio,phy,0.20099751015385475
terms17,terms171,bio,phy,0.08485281711413359
terms17,terms172,bio,phy,0.11999999731779099
terms17,terms173,bio,phy,0.15297058418039314
terms17,terms174,bio,phy,0.26172504605363833
terms17,terms175,bio,phy,0.11180339887498954
terms17,terms176,bio,phy,0.2830194327691606
terms17,terms177,bio,phy,0.1897366583142585
terms17,terms178,bio,phy,0.08062257637402874
terms17,terms179,bio,phy,0.18867962197773372
terms17,terms180,bio,phy,0.20223748175954995
terms17,terms181,bio,phy,0.20615527802822683
terms17,terms182,bio,phy,0.1272792177686663
terms17,terms183,bio,phy,0.19235383883496213
terms17,terms184,bio,phy,0.22360679591737856
terms17,terms185,bio,phy,0.23999999836087227
terms17,terms186,bio,phy,0.1897366583142585
terms17,terms187,bio,phy,0.15264337535164446
terms17,terms188,bio,phy,0.15231546018022607
terms17,terms189,bio,phy,0.11045361006394572
terms17,terms190,bio,phy,0.15811388418645925
terms17,terms191,bio,phy,0.16401219168401399
terms17,terms192,bio,phy,0.3399999974405064
terms17,terms193,bio,phy,0.22671567976901683
terms17,terms194,bio,phy,0.17088007413896908
terms17,terms195,bio,phy,0.20396077781130653
terms17,terms196,bio,phy,0.12165524849919165
terms17,terms197,bio,phy,0.1769180600705829
terms17,terms198,bio,phy,0.30000000037252905
terms17,terms199,bio,phy,0.02828426534690311
terms17,terms200,bio,phy,0.10198038360887918
terms18,terms51,bio,comp,0.31384709467782146
terms18,terms52,bio,comp,0.20615528028701585
terms18,terms53,bio,comp,0.42059482339390003
terms18,terms54,bio,comp,0.31064449369063957
terms18,terms55,bio,comp,0.34365680155311346
terms18,terms56,bio,comp,0.27513632782381425
terms18,terms57,bio,comp,0.357770875067166
terms18,terms58,bio,comp,0.272029407654932
terms18,terms59,bio,comp,0.27073972693478104
terms18,terms60,bio,comp,0.2729468807058905
terms18,terms61,bio,comp,0.17999999970197678
terms18,terms62,bio,comp,0.2973213718089815
terms18,terms63,bio,comp,0.2137755821455592
terms18,terms64,bio,comp,0.38470767766992425
terms18,terms65,bio,comp,0.37013510772884284
terms18,terms66,bio,comp,0.44643027752659276
terms18,terms67,bio,comp,0.3443835086515618
terms18,terms68,bio,comp,0.3324154030184413
terms18,terms69,bio,comp,0.3640054975342738
terms18,terms70,bio,comp,0.3395585347679038
terms18,terms71,bio,comp,0.4472135928343572
terms18,terms72,bio,comp,0.3405877234246609
terms18,terms73,bio,comp,0.2863564185075601
terms18,terms74,bio,comp,0.43382024202444297
terms18,terms75,bio,comp,0.4294182047700101
terms18,terms76,bio,comp,0.30594116763019674
terms18,terms77,bio,comp,0.3883297605701493
terms18,terms78,bio,comp,0.27658633299147056
terms18,terms79,bio,comp,0.25942243292569955
terms18,terms80,bio,comp,0.33376638343019105
terms18,terms81,bio,comp,0.21540659092951284
terms18,terms82,bio,comp,0.25806975635700413
terms18,terms83,bio,comp,0.23259406675842254
terms18,terms84,bio,comp,0.39849717154869174
terms18,terms85,bio,comp,0.36674241324861634
terms18,terms86,bio,comp,0.32756678703996805
terms18,terms87,bio,comp,0.3820994602150138
terms18,terms88,bio,comp,0.23323807377494485
terms18,terms89,bio,comp,0.2640075739104628
terms18,terms90,bio,comp,0.3228002500794773
terms18,terms91,bio,comp,0.3748332945107687
terms18,terms92,bio,comp,0.2469817812928165
terms18,terms93,bio,comp,0.3061045591598543
terms18,terms94,bio,comp,0.2799999974668026
terms18,terms95,bio,comp,0.32984844990485035
terms18,terms96,bio,comp,0.2701851213360642
terms18,terms97,bio,comp,0.298328676567293
terms18,terms98,bio,comp,0.20880612907921126
terms18,terms99,bio,comp,0.2799999974668026
terms18,terms100,bio,comp,0.22825424327018887
terms18,terms101,bio,soc,0.4560701621327995
terms18,terms102,bio,soc,0.4499999932944775
terms18,terms103,bio,soc,0.4882622341634111
terms18,terms104,bio,soc,0.42520583106554916
terms18,terms105,bio,soc,0.48083261626447427
terms18,terms106,bio,soc,0.5360037193149283
terms18,terms107,bio,soc,0.46043457836447765
terms18,terms108,bio,soc,0.528015146974293
terms18,terms109,bio,soc,0.4341658752790984
terms18,terms110,bio,soc,0.31780497362242166
terms18,terms111,bio,soc,0.3498571109818583
terms18,terms112,bio,soc,0.5500000029802322
terms18,terms113,bio,soc,0.43185645725422983
terms18,terms114,bio,soc,0.34205262772577916
terms18,terms115,bio,soc,0.48918299614697347
terms18,terms116,bio,soc,0.4580393092307973
terms18,terms117,bio,soc,0.45967379630620986
terms18,terms118,bio,soc,0.43139309719722674
terms18,terms119,bio,soc,0.4560701621327995
terms18,terms120,bio,soc,0.354682954553223
terms18,terms121,bio,soc,0.3397057485876991
terms18,terms122,bio,soc,0.48104053868973384
terms18,terms123,bio,soc,0.35383611761437544
terms18,terms124,bio,soc,0.46690469858013806
terms18,terms125,bio,soc,0.48600411515372566
terms18,terms126,bio,soc,0.4393176451997854
terms18,terms127,bio,soc,0.38483762119011405
terms18,terms128,bio,soc,0.4565084995970123
terms18,terms129,bio,soc,0.4036087133599987
terms18,terms130,bio,soc,0.5300943202929992
terms18,terms131,bio,soc,0.22022715433901807
terms18,terms132,bio,soc,0.39408120932055885
terms18,terms133,bio,soc,0.5517245754041358
terms18,terms134,bio,soc,0.5780138259083003
terms18,terms135,bio,soc,0.5103920071704461
terms18,terms136,bio,soc,0.48836461074309695
terms18,terms137,bio,soc,0.39051247673610945
terms18,terms138,bio,soc,0.3397057485876991
terms18,terms139,bio,soc,0.3360059493081363
terms18,terms140,bio,soc,0.39408120932055885
terms18,terms141,bio,soc,0.38948683982470456
terms18,terms142,bio,soc,0.43011625417133986
terms18,terms143,bio,soc,0.41868842824866326
terms18,terms144,bio,soc,0.5303772293547889
terms18,terms145,bio,soc,0.5420331975429602
terms18,terms146,bio,soc,0.528015146974293
terms18,terms147,bio,soc,0.48166377733556365
terms18,terms148,bio,soc,0.481663782904197
terms18,terms149,bio,soc,0.49819674440090295
terms18,terms150,bio,soc,0.36878177247318716
terms18,terms151,bio,phy,0.22472204900075116
terms18,terms152,bio,phy,0.24999999813735485
terms18,terms153,bio,phy,0.19416487769493476
terms18,terms154,bio,phy,0.2319482688453286
terms18,terms155,bio,phy,0.3423448514202443
terms18,terms156,bio,phy,0.28653097430394925
terms18,terms157,bio,phy,0.18248287550474018
terms18,terms158,bio,phy,0.22561028328184418
terms18,terms159,bio,phy,0.14035668918749675
terms18,terms160,bio,phy,0.32557641196776266
terms18,terms161,bio,phy,0.23345234905070816
terms18,terms162,bio,phy,0.2137755821455592
terms18,terms163,bio,phy,0.23409399648298723
terms18,terms164,bio,phy,0.2555386471218267
terms18,terms165,bio,phy,0.19313207898853801
terms18,terms166,bio,phy,0.3008321777924318
terms18,terms167,bio,phy,0.2059126014737243
terms18,terms168,bio,phy,0.21023795943817555
terms18,terms169,bio,phy,0.22803508449706028
terms18,terms170,bio,phy,0.24351591131323835
terms18,terms171,bio,phy,0.09848858092288976
terms18,terms172,bio,phy,0.18027756335991563
terms18,terms173,bio,phy,0.19313207898853801
terms18,terms174,bio,phy,0.22847319222695736
terms18,terms175,bio,phy,0.1612451545963187
terms18,terms176,bio,phy,0.2745906037118577
terms18,terms177,bio,phy,0.26400757722644047
terms18,terms178,bio,phy,0.1421267011208501
terms18,terms179,bio,phy,0.18999999947845936
terms18,terms180,bio,phy,0.24041630433592168
terms18,terms181,bio,phy,0.23537204548513002
terms18,terms182,bio,phy,0.1204159432511011
terms18,terms183,bio,phy,0.20024984328273351
terms18,terms184,bio,phy,0.28653097794432814
terms18,terms185,bio,phy,0.2879236010760917
terms18,terms186,bio,phy,0.2137755821455592
terms18,terms187,bio,phy,0.16124515505838408
terms18,terms188,bio,phy,0.17464248987529668
terms18,terms189,bio,phy,0.1664331681772557
terms18,terms190,bio,phy,0.24839485093881025
terms18,terms191,bio,phy,0.133416635844224
terms18,terms192,bio,phy,0.3354101946257679
terms18,terms193,bio,phy,0.20615528028701585
terms18,terms194,bio,phy,0.19416487769493476
terms18,terms195,bio,phy,0.23769728571214596
terms18,terms196,bio,phy,0.16999999784371433
terms18,terms197,bio,phy,0.16124515505838408
terms18,terms198,bio,phy,0.25238858880720283
terms18,terms199,bio,phy,0.12041594356046974
terms18,terms200,bio,phy,0.17691805480643646
terms19,terms51,bio,comp,0.25806975180991404
terms19,terms52,bio,comp,0.15231545700072124
terms19,terms53,bio,comp,0.3405877306436281
terms19,terms54,bio,comp,0.18384776345702442
terms19,terms55,bio,comp,0.2441311057897616
terms19,terms56,bio,comp,0.21633307169241828
terms19,terms57,bio,comp,0.3080584297944489
terms19,terms58,bio,comp,0.20808651429403072
terms19,terms59,bio,comp,0.17029386007165614
terms19,terms60,bio,comp,0.13928388072844486
terms19,terms61,bio,comp,0.09848857411446314
terms19,terms62,bio,comp,0.2360084676493851
terms19,terms63,bio,comp,0.14764822566213365
terms19,terms64,bio,comp,0.33600594631465247
terms19,terms65,bio,comp,0.3534119338326431
terms19,terms66,bio,comp,0.3580502651952214
terms19,terms67,bio,comp,0.294108820053134
terms19,terms68,bio,comp,0.2545584381715106
terms19,terms69,bio,comp,0.3443835086515618
terms19,terms70,bio,comp,0.2549509701271588
terms19,terms71,bio,comp,0.34481878760681045
terms19,terms72,bio,comp,0.228254238210743
terms19,terms73,bio,comp,0.20518283933894138
terms19,terms74,bio,comp,0.3753664884716962
terms19,terms75,bio,comp,0.3764305946455233
terms19,terms76,bio,comp,0.2193171158185538
terms19,terms77,bio,comp,0.3584689684908679
terms19,terms78,bio,comp,0.1984943277884206
terms19,terms79,bio,comp,0.2284731863571024
terms19,terms80,bio,comp,0.2360084695435325
terms19,terms81,bio,comp,0.18027755798722553
terms19,terms82,bio,comp,0.24999999441206455
terms19,terms83,bio,comp,0.07071067732840156
terms19,terms84,bio,comp,0.31890436602741085
terms19,terms85,bio,comp,0.31400636198765014
terms19,terms86,bio,comp,0.2408318877396763
terms19,terms87,bio,comp,0.37696152980309094
terms19,terms88,bio,comp,0.21840329000574354
terms19,terms89,bio,comp,0.22360679275197756
terms19,terms90,bio,comp,0.24758836636557569
terms19,terms91,bio,comp,0.3733630881012125
terms19,terms92,bio,comp,0.23086792600192876
terms19,terms93,bio,comp,0.2973213753172435
terms19,terms94,bio,comp,0.16643316504362166
terms19,terms95,bio,comp,0.18027756335991563
terms19,terms96,bio,comp,0.1526433714468144
terms19,terms97,bio,comp,0.2193171170075641
terms19,terms98,bio,comp,0.1615549388735781
terms19,terms99,bio,comp,0.16643316504362166
terms19,terms100,bio,comp,0.2088061255110303
terms19,terms101,bio,soc,0.47127485440555367
terms19,terms102,bio,soc,0.4684015254031128
terms19,terms103,bio,soc,0.5096077005597738
terms19,terms104,bio,soc,0.43324357605308267
terms19,terms105,bio,soc,0.4742362326552665
terms19,terms106,bio,soc,0.5502726415662387
terms19,terms107,bio,soc,0.48507731160682266
terms19,terms108,bio,soc,0.5408326822273537
terms19,terms109,bio,soc,0.4492215554489769
terms19,terms110,bio,soc,0.23345234817305174
terms19,terms111,bio,soc,0.3138470911168929
terms19,terms112,bio,soc,0.5630275307279635
terms19,terms113,bio,soc,0.42047591639563525
terms19,terms114,bio,soc,0.32695565133617055
terms19,terms115,bio,soc,0.47010636986401394
terms19,terms116,bio,soc,0.478016743855147
terms19,terms117,bio,soc,0.45188493686054737
terms19,terms118,bio,soc,0.43081318877671615
terms19,terms119,bio,soc,0.47127485440555367
terms19,terms120,bio,soc,0.3453983137642137
terms19,terms121,bio,soc,0.35171009643878837
terms19,terms122,bio,soc,0.47927027551886203
terms19,terms123,bio,soc,0.364005488118847
terms19,terms124,bio,soc,0.45617978394412895
terms19,terms125,bio,soc,0.4548626126381873
terms19,terms126,bio,soc,0.4459820495692926
terms19,terms127,bio,soc,0.3264965444242484
terms19,terms128,bio,soc,0.4964876726162555
terms19,terms129,bio,soc,0.4110960819210146
terms19,terms130,bio,soc,0.547083157089982
terms19,terms131,bio,soc,0.2319482665165029
terms19,terms132,bio,soc,0.41976183331188327
terms19,terms133,bio,soc,0.5456189208331101
terms19,terms134,bio,soc,0.5887274221375568
terms19,terms135,bio,soc,0.47201694571658087
terms19,terms136,bio,soc,0.48846697776326037
terms19,terms137,bio,soc,0.37576587279138435
terms19,terms138,bio,soc,0.35171009643878837
terms19,terms139,bio,soc,0.31780496360016436
terms19,terms140,bio,soc,0.41976183331188327
terms19,terms141,bio,soc,0.38078864922767863
terms19,terms142,bio,soc,0.39962481097317454
terms19,terms143,bio,soc,0.430116259627848
terms19,terms144,bio,soc,0.518844875759757
terms19,terms145,bio,soc,0.510391990674976
terms19,terms146,bio,soc,0.5408326822273537
terms19,terms147,bio,soc,0.4846648214631177
terms19,terms148,bio,soc,0.46529560125035635
terms19,terms149,bio,soc,0.5092150727426329
terms19,terms150,bio,soc,0.3832753475697347
terms19,terms151,bio,phy,0.07071067627473016
terms19,terms152,bio,phy,0.14212669967924227
terms19,terms153,bio,phy,0.07071067522105894
terms19,terms154,bio,phy,0.10816653377978994
terms19,terms155,bio,phy,0.23853720249068924
terms19,terms156,bio,phy,0.2549509716613968
terms19,terms157,bio,phy,0.12649110181237827
terms19,terms158,bio,phy,0.08944271376879033
terms19,terms159,bio,phy,0.07999999448657036
terms19,terms160,bio,phy,0.23430748670943005
terms19,terms161,bio,phy,0.1029562982040369
terms19,terms162,bio,phy,0.14764822566213365
terms19,terms163,bio,phy,0.18788293639569217
terms19,terms164,bio,phy,0.08944272043279221
terms19,terms165,bio,phy,0.044721356884395165
terms19,terms166,bio,phy,0.15033296215814387
terms19,terms167,bio,phy,0.19416487222686174
terms19,terms168,bio,phy,0.12206555190302087
terms19,terms169,bio,phy,0.08544003358138669
terms19,terms170,bio,phy,0.09055384915164313
terms19,terms171,bio,phy,0.0707106739039699
terms19,terms172,bio,phy,0.0141421379418086
terms19,terms173,bio,phy,0.044721356884395165
terms19,terms174,bio,phy,0.1931320748414413
terms19,terms175,bio,phy,0.009999997913837433
terms19,terms176,bio,phy,0.19104972737763842
terms19,terms177,bio,phy,0.0989949537388524
terms19,terms178,bio,phy,0.030000001192092896
terms19,terms179,bio,phy,0.10295629748037254
terms19,terms180,bio,phy,0.09219544170407125
terms19,terms181,bio,phy,0.09848857279060265
terms19,terms182,bio,phy,0.08246210795863465
terms19,terms183,bio,phy,0.09999999478459361
terms19,terms184,bio,phy,0.1208304624305514
terms19,terms185,bio,phy,0.1303840474754763
terms19,terms186,bio,phy,0.08602324966501625
terms19,terms187,bio,phy,0.0728010954745959
terms19,terms188,bio,phy,0.058309515089605635
terms19,terms189,bio,phy,0.0
terms19,terms190,bio,phy,0.1019803989512594
terms19,terms191,bio,phy,0.12041594170425862
terms19,terms192,bio,phy,0.24207436363520096
terms19,terms193,bio,phy,0.15231545700072124
terms19,terms194,bio,phy,0.07071067522105894
terms19,terms195,bio,phy,0.09486832591751877
terms19,terms196,bio,phy,0.014142132673451555
terms19,terms197,bio,phy,0.11180339454338827
terms19,terms198,bio,phy,0.24041630201164693
terms19,terms199,bio,phy,0.1334166362630575
terms19,terms200,bio,phy,0.031622779428980695
terms20,terms51,bio,comp,0.31953090952409735
terms20,terms52,bio,comp,0.2137755876348037
terms20,terms53,bio,comp,0.42720019895100486
terms20,terms54,bio,comp,0.3214031812519493
terms20,terms55,bio,comp,0.35227830045513125
terms20,terms56,bio,comp,0.28160255997092587
terms20,terms57,bio,comp,0.3624913829753514
terms20,terms58,bio,comp,0.2789265164003073
terms20,terms59,bio,comp,0.2801785194287104
terms20,terms60,bio,comp,0.2844292577109041
terms20,terms61,bio,comp,0.19026298095204885
terms20,terms62,bio,comp,0.30364453112152334
terms20,terms63,bio,comp,0.22203603737667812
terms20,terms64,bio,comp,0.3891015304746941
terms20,terms65,bio,comp,0.3720215065532157
terms20,terms66,bio,comp,0.4535416159086224
terms20,terms67,bio,comp,0.34928499052272327
terms20,terms68,bio,comp,0.3395585424475906
terms20,terms69,bio,comp,0.366196675851449
terms20,terms70,bio,comp,0.3471311023414964
terms20,terms71,bio,comp,0.4554119041737512
terms20,terms72,bio,comp,0.3501428294833566
terms20,terms73,bio,comp,0.29427878199141244
terms20,terms74,bio,comp,0.438634251595495
terms20,terms75,bio,comp,0.43382023794553487
terms20,terms76,bio,comp,0.3140063715379618
terms20,terms77,bio,comp,0.39115215256937225
terms20,terms78,bio,comp,0.2844292577109041
terms20,terms79,bio,comp,0.2640075782141785
terms20,terms80,bio,comp,0.34234485881979293
terms20,terms81,bio,comp,0.22135944009931932
terms20,terms82,bio,comp,0.26076809923670324
terms20,terms83,bio,comp,0.2459674820231781
terms20,terms84,bio,comp,0.40521599169332406
terms20,terms85,bio,comp,0.37161808543993274
terms20,terms86,bio,comp,0.33541020195616994
terms20,terms87,bio,comp,0.3828837953097329
terms20,terms88,bio,comp,0.23706539477371863
terms20,terms89,bio,comp,0.2692582436772166
terms20,terms90,bio,comp,0.329848457584733
terms20,terms91,bio,comp,0.3753664900099795
terms20,terms92,bio,comp,0.25059928697333733
terms20,terms93,bio,comp,0.308058442129109
terms20,terms94,bio,comp,0.29017236539277413
terms20,terms95,bio,comp,0.342052632463358
terms20,terms96,bio,comp,0.2807133819581087
terms20,terms97,bio,comp,0.3059411749360921
terms20,terms98,bio,comp,0.215870335684115
terms20,terms99,bio,comp,0.29017236539277413
terms20,terms100,bio,comp,0.23259407100273516
terms20,terms101,bio,soc,0.4545327228769468
terms20,terms102,bio,soc,0.44821869358334215
terms20,terms103,bio,soc,0.48600412783953484
terms20,terms104,bio,soc,0.4244997078508573
terms20,terms105,bio,soc,0.4810405476343237
terms20,terms106,bio,soc,0.5341348061656825
terms20,terms107,bio,soc,0.4580393039036012
terms20,terms108,bio,soc,0.5263078939910495
terms20,terms109,bio,soc,0.4327817119275991
terms20,terms110,bio,soc,0.3255764192907311
terms20,terms111,bio,soc,0.3535533926479326
terms20,terms112,bio,soc,0.5481788093142548
terms20,terms113,bio,soc,0.43278170405147903
terms20,terms114,bio,soc,0.3440930153327287
terms20,terms115,bio,soc,0.4904080015907932
terms20,terms116,bio,soc,0.45607018288012746
terms20,terms117,bio,soc,0.46010868580719566
terms20,terms118,bio,soc,0.43139310091048694
terms20,terms119,bio,soc,0.4545327228769468
terms20,terms120,bio,soc,0.3560898782746428
terms20,terms121,bio,soc,0.3394112526514662
terms20,terms122,bio,soc,0.4808326149473851
terms20,terms123,bio,soc,0.35355339191036284
terms20,terms124,bio,soc,0.4675467905637215
terms20,terms125,bio,soc,0.4882622291278144
terms20,terms126,bio,soc,0.43863424046975574
terms20,terms127,bio,soc,0.3899999981602797
terms20,terms128,bio,soc,0.45276927077069673
terms20,terms129,bio,soc,0.4031128834873718
terms20,terms130,bio,soc,0.5280151440816319
terms20,terms131,bio,soc,0.2220360363700063
terms20,terms132,bio,soc,0.39204591850800197
terms20,terms133,bio,soc,0.5515432993880672
terms20,terms134,bio,soc,0.576281170233446
terms20,terms135,bio,soc,0.513127670054627
terms20,terms136,bio,soc,0.4879549128307787
terms20,terms137,bio,soc,0.3920459131392711
terms20,terms138,bio,soc,0.3394112526514662
